station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EWR,2023-01-07 21:51,41.00,28.90,61.79,300.00,7.00,0.00,30.24,1023.80,10.00,M,SCT,SCT,BKN,M,4300.00,8000.00,25000.00,M,M,M,M,M,M,M,M,35.75,KEWR 080251Z 30007KT 10SM SCT043 SCT080 BKN250 05/M02 A3024 RMK AO2 SLP238 T00501017 51012,M
EWR,2023-01-07 22:51,40.00,28.00,62.15,310.00,8.00,0.00,30.25,1024.10,10.00,M,FEW,SCT,BKN,M,4500.00,8000.00,25000.00,M,M,M,M,M,M,M,M,33.84,KEWR 080351Z 31008KT 10SM FEW045 SCT080 BKN250 04/M02 A3025 RMK AO2 SLP241 T00441022,M
EWR,2023-01-07 23:51,39.00,25.00,56.86,320.00,11.00,0.00,30.25,1024.20,10.00,M,FEW,FEW,M,M,8000.00,25000.00,M,M,M,M,M,M,M,M,M,31.31,KEWR 080451Z 32011KT 10SM FEW080 FEW250 04/M04 A3025 RMK AO2 SLP242 T00391039 400890028,M
EWR,2023-01-08 00:51,38.00,25.00,59.36,310.00,5.00,0.00,30.26,1024.50,10.00,M,FEW,FEW,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,33.40,KEWR 080551Z 31005KT 10SM FEW040 FEW250 03/M04 A3026 RMK AO2 SLP245 T00331039 10056 20033 51007,M
EWR,2023-01-08 01:51,37.00,25.00,61.50,310.00,4.00,0.00,30.26,1024.70,10.00,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,33.26,KEWR 080651Z 31004KT 10SM FEW035 03/M04 A3026 RMK AO2 SLP247 T00281039,M
EWR,2023-01-08 02:51,36.00,25.00,63.98,310.00,6.00,0.00,30.28,1025.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.35,KEWR 080751Z 31006KT 10SM CLR 02/M04 A3028 RMK AO2 SLP254 T00221039,M
EWR,2023-01-08 03:51,36.00,25.00,63.98,310.00,7.00,0.00,30.29,1025.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.65,KEWR 080851Z 31007KT 10SM CLR 02/M04 A3029 RMK AO2 SLP256 T00221039 53011,M
EWR,2023-01-08 04:51,36.00,21.90,56.18,290.00,7.00,0.00,30.31,1026.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.65,KEWR 080951Z 29007KT 10SM CLR 02/M06 A3031 RMK AO2 SLP262 T00221056,M
EWR,2023-01-08 05:51,34.00,21.90,60.83,300.00,5.00,0.00,30.32,1026.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.77,KEWR 081051Z 30005KT 10SM CLR 01/M06 A3032 RMK AO2 SLP267 T00111056,M
EWR,2023-01-08 06:51,34.00,21.00,58.56,350.00,9.00,0.00,30.32,1026.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.00,KEWR 081151Z 35009KT 10SM CLR 01/M06 A3032 RMK AO2 SLP266 T00111061 10033 20011 50010,M
EWR,2023-01-08 07:51,35.00,21.00,56.05,320.00,6.00,0.00,30.34,1027.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,29.26,KEWR 081251Z 32006KT 10SM FEW250 02/M06 A3034 RMK AO2 SLP272 T00171061,M
EWR,2023-01-08 08:51,36.00,21.00,54.08,320.00,7.00,0.00,30.34,1027.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,29.65,KEWR 081351Z 32007KT 10SM FEW250 02/M06 A3034 RMK AO2 SLP274 T00221061,M
EWR,2023-01-08 09:51,38.00,21.90,52.13,360.00,4.00,0.00,30.35,1027.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.31,KEWR 081451Z 36004KT 10SM FEW250 03/M06 A3035 RMK AO2 SLP275 T00331056 51009,M
EWR,2023-01-08 10:51,39.00,21.90,49.93,40.00,3.00,0.00,30.34,1027.40,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,36.69,KEWR 081551Z 04003KT 10SM SCT250 04/M06 A3034 RMK AO2 SLP274 T00391056,M
EWR,2023-01-08 11:51,40.00,21.90,48.21,30.00,4.00,0.00,30.30,1025.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,36.65,KEWR 081651Z 03004KT 10SM BKN250 04/M06 A3030 RMK AO2 PRESFR SLP259 T00441056,M
EWR,2023-01-08 12:51,40.00,21.90,48.21,0.00,0.00,0.00,30.28,1025.40,10.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,39.90,KEWR 081751Z 00000KT 10SM SCT200 BKN250 04/M06 A3028 RMK AO2 SLP254 T00441056 10056 20006 58021,M
EWR,2023-01-08 13:51,41.00,21.00,44.47,160.00,5.00,0.00,30.26,1024.60,10.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,37.08,KEWR 081851Z 16005KT 10SM SCT200 BKN250 05/M06 A3026 RMK AO2 SLP246 T00501061,M
EWR,2023-01-08 14:51,42.00,21.90,44.27,170.00,5.00,0.00,30.26,1024.40,10.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,38.39,KEWR 081951Z 17005KT 10SM FEW200 BKN250 06/M06 A3026 RMK AO2 SLP244 T00561056,M
EWR,2023-01-08 15:51,41.00,21.00,44.47,180.00,5.00,0.00,30.24,1023.90,10.00,M,FEW,SCT,BKN,M,13000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,37.08,KEWR 082051Z 18005KT 10SM FEW130 SCT200 BKN250 05/M06 A3024 RMK AO2 SLP239 T00501061 56015,M
EWR,2023-01-08 16:51,39.00,21.90,49.93,210.00,6.00,0.00,30.24,1023.90,10.00,M,BKN,BKN,BKN,M,14000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,33.96,KEWR 082151Z 21006KT 10SM BKN140 BKN200 BKN250 04/M06 A3024 RMK AO2 SLP239 T00391056,M
EWR,2023-01-08 17:51,39.00,27.00,61.78,150.00,7.00,0.00,30.22,1023.10,10.00,M,BKN,BKN,BKN,M,13000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,33.31,KEWR 082251Z 15007KT 10SM BKN130 BKN200 BKN250 04/M03 A3022 RMK AO2 SLP231 T00391028,M
EWR,2023-01-08 18:51,39.00,27.00,61.78,160.00,3.00,0.00,30.20,1022.70,10.00,M,BKN,BKN,BKN,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,36.69,KEWR 082351Z 16003KT 10SM BKN120 BKN200 BKN250 04/M03 A3020 RMK AO2 SLP227 T00391028 10056 20039 58012,M
EWR,2023-01-08 19:51,38.00,28.00,67.20,170.00,5.00,0.00,30.19,1022.20,10.00,M,BKN,BKN,M,M,12000.00,24000.00,M,M,M,M,M,M,M,M,M,33.40,KEWR 090051Z 17005KT 10SM BKN120 BKN240 03/M02 A3019 RMK AO2 SLP222 T00331022,M
EWR,2023-01-08 20:51,38.00,28.00,67.20,180.00,5.00,0.00,30.18,1021.90,10.00,M,BKN,BKN,M,M,10000.00,22000.00,M,M,M,M,M,M,M,M,M,33.40,KEWR 090151Z 18005KT 10SM BKN100 BKN220 03/M02 A3018 RMK AO2 SLP219 T00331022,M
EWR,2023-01-08 21:51,38.00,28.00,67.20,170.00,5.00,0.00,30.16,1021.00,10.00,M,SCT,OVC,M,M,10000.00,21000.00,M,M,M,M,M,M,M,M,M,33.40,KEWR 090251Z 17005KT 10SM SCT100 OVC210 03/M02 A3016 RMK AO2 SLP210 T00331022 58017,M
EWR,2023-01-08 22:51,38.00,28.90,69.73,160.00,3.00,0.00,30.14,1020.40,10.00,M,BKN,BKN,OVC,M,5000.00,9000.00,20000.00,M,M,M,M,M,M,M,M,35.43,KEWR 090351Z 16003KT 10SM BKN050 BKN090 OVC200 03/M02 A3014 RMK AO2 SLP204 T00331017,M
EWR,2023-01-08 23:51,38.00,28.90,69.73,150.00,3.00,0.00,30.11,1019.50,10.00,M,OVC,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,35.43,KEWR 090451Z 15003KT 10SM OVC043 03/M02 A3011 RMK AO2 SLP195 T00331017 400560006,M
EWR,2023-01-09 00:30,39.00,28.90,66.79,180.00,3.00,T,30.09,M,10.00,M,OVC,M,M,M,4200.00,M,M,M,-RASN,M,M,M,M,M,M,36.69,KEWR 090530Z 18003KT 10SM -RASN OVC042 04/M02 A3009 RMK AO2 RAB05SNB30 P0000 T00391017,M
EWR,2023-01-09 00:51,39.00,30.00,69.85,190.00,3.00,T,30.08,1018.50,10.00,M,OVC,M,M,M,3800.00,M,M,M,-RASN,M,M,M,M,M,M,36.69,KEWR 090551Z 19003KT 10SM -RASN OVC038 04/M01 A3008 RMK AO2 RAB05SNB30 SLP185 P0000 60000 T00391011 10039 20028 58025,M
EWR,2023-01-09 01:51,39.00,30.90,72.45,200.00,4.00,T,30.06,1017.80,10.00,M,OVC,M,M,M,3400.00,M,M,M,-RASN,M,M,M,M,M,M,35.59,KEWR 090651Z 20004KT 10SM -RASN OVC034 04/M01 A3006 RMK AO2 SLP178 P0000 T00391006,M
EWR,2023-01-09 02:15,39.00,32.00,75.75,220.00,3.00,T,30.05,M,9.00,M,BKN,OVC,M,M,2000.00,3400.00,M,M,-RASN,M,M,M,M,M,M,36.69,KEWR 090715Z 22003KT 9SM -RASN BKN020 OVC034 04/00 A3005 RMK AO2 P0000 T00390000,M
EWR,2023-01-09 02:51,39.00,33.00,79.17,200.00,4.00,T,30.03,1016.80,9.00,M,FEW,BKN,OVC,M,1000.00,1600.00,3200.00,M,-RASN,M,M,M,M,M,M,35.59,KEWR 090751Z 20004KT 9SM -RASN FEW010 BKN016 OVC032 04/01 A3003 RMK AO2 SLP168 P0000 T00390006,M
EWR,2023-01-09 03:07,38.00,33.00,82.66,220.00,3.00,T,30.02,M,9.00,M,FEW,BKN,OVC,M,900.00,1400.00,2100.00,M,-RASN,M,M,M,M,M,M,35.43,KEWR 090807Z 22003KT 9SM -RASN FEW009 BKN014 OVC021 03/01 A3002 RMK AO2 P0000 T00330006,M
EWR,2023-01-09 03:51,39.00,35.00,85.76,0.00,0.00,0.01,29.99,1015.60,9.00,M,OVC,M,M,M,1000.00,M,M,M,-RASN,M,M,M,M,M,M,39.00,KEWR 090851Z 00000KT 9SM -RASN OVC010 04/02 A2999 RMK AO2 SLP156 P0001 60001 T00390017 58030,M
EWR,2023-01-09 04:19,39.00,35.00,85.76,0.00,0.00,T,29.98,M,9.00,M,OVC,M,M,M,900.00,M,M,M,-RASN,M,M,M,M,M,M,39.00,KEWR 090919Z 00000KT 9SM -RASN OVC009 04/02 A2998 RMK AO2 P0000 T00390017,M
EWR,2023-01-09 04:40,38.00,34.00,85.69,340.00,5.00,T,29.97,M,9.00,M,OVC,M,M,M,1000.00,M,M,M,-RASN,M,M,M,M,M,M,33.40,KEWR 090940Z 34005KT 9SM -RASN OVC010 03/01 A2997 RMK AO2 P0000 T00330011,M
EWR,2023-01-09 04:51,38.00,34.00,85.69,320.00,4.00,T,29.97,1014.80,9.00,M,OVC,M,M,M,1100.00,M,M,M,-RASN,M,M,M,M,M,M,34.31,KEWR 090951Z 32004KT 9SM -RASN OVC011 03/01 A2997 RMK AO2 SLP148 P0000 T00330011,M
EWR,2023-01-09 04:59,38.00,34.00,85.69,330.00,3.00,T,29.97,M,9.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,35.43,KEWR 090959Z 33003KT 9SM OVC011 03/01 A2997 RMK AO2 RAE58SNE58 P0000 T00330011,M
EWR,2023-01-09 05:51,38.00,34.00,85.69,270.00,3.00,T,29.97,1014.90,10.00,M,BKN,OVC,M,M,1000.00,1700.00,M,M,M,M,M,M,M,M,M,35.43,KEWR 091051Z 27003KT 10SM BKN010 OVC017 03/01 A2997 RMK AO2 RAE0958SNE0958 SLP149 P0000 T00330011,M
EWR,2023-01-09 06:34,38.00,34.00,85.69,0.00,0.00,0.00,29.96,M,9.00,M,SCT,BKN,OVC,M,1200.00,2700.00,3400.00,M,M,M,M,M,M,M,M,37.90,KEWR 091134Z 00000KT 9SM SCT012 BKN027 OVC034 03/01 A2996 RMK AO2 T00330011,M
EWR,2023-01-09 06:51,38.00,34.00,85.69,0.00,0.00,0.00,29.95,1014.30,10.00,M,FEW,BKN,OVC,M,1100.00,2800.00,8000.00,M,M,M,M,M,M,M,M,37.90,KEWR 091151Z 00000KT 10SM FEW011 BKN028 OVC080 03/01 A2995 RMK AO2 SLP143 60001 70001 T00330011 10039 20028 56013,M
EWR,2023-01-09 07:20,38.00,33.00,82.66,290.00,5.00,0.00,29.96,M,10.00,M,FEW,SCT,BKN,OVC,1100.00,3000.00,6500.00,13000.00,M,M,M,M,M,M,M,33.40,KEWR 091220Z 29005KT 10SM FEW011 SCT030 BKN065 OVC130 03/01 A2996 RMK AO2 T00330006,M
EWR,2023-01-09 07:51,38.00,33.00,82.66,280.00,6.00,0.00,29.96,1014.50,10.00,M,FEW,FEW,BKN,BKN,1200.00,3000.00,6500.00,13000.00,M,M,M,M,M,M,M,32.64,KEWR 091251Z 28006KT 10SM FEW012 FEW030 BKN065 BKN130 03/01 A2996 RMK AO2 SLP145 T00330006,M
EWR,2023-01-09 08:51,39.00,34.00,82.08,250.00,5.00,0.00,29.97,1014.70,10.00,M,FEW,BKN,BKN,M,3000.00,7000.00,12000.00,M,M,M,M,M,M,M,M,34.71,KEWR 091351Z 25005KT 10SM FEW030 BKN070 BKN120 04/01 A2997 RMK AO2 SLP147 T00390011,M
EWR,2023-01-09 09:51,41.00,34.00,75.94,270.00,5.00,0.00,29.97,1014.80,10.00,M,FEW,SCT,SCT,M,3000.00,8500.00,11000.00,M,M,M,M,M,M,M,M,37.08,KEWR 091451Z 27005KT 10SM FEW030 SCT085 SCT110 05/01 A2997 RMK AO2 SLP148 T00500011 51006,M
EWR,2023-01-09 10:51,43.00,30.90,62.06,320.00,12.00,0.00,29.96,1014.40,10.00,M,FEW,FEW,SCT,M,3500.00,9000.00,11000.00,M,M,M,M,M,M,M,M,36.00,KEWR 091551Z 32012KT 10SM FEW035 FEW090 SCT110 06/M01 A2996 RMK AO2 SLP144 T00611006,M
EWR,2023-01-09 11:51,45.00,28.90,53.00,300.00,7.00,0.00,29.93,1013.40,10.00,M,FEW,FEW,M,M,3500.00,10000.00,M,M,M,M,M,M,M,M,M,40.63,KEWR 091651Z 30007KT 280V350 10SM FEW035 FEW100 07/M02 A2993 RMK AO2 SLP134 T00721017,M
EWR,2023-01-09 12:51,46.00,26.10,45.47,310.00,12.00,0.00,29.90,1012.60,10.00,M,FEW,FEW,M,M,3500.00,10000.00,M,M,M,M,M,M,M,M,M,39.82,KEWR 091751Z 31012KT 10SM FEW035 FEW100 08/M03 A2990 RMK AO2 SLP126 T00781033 10078 20033 58022,M
EWR,2023-01-09 13:51,47.00,26.10,43.95,300.00,11.00,0.00,29.89,1012.00,10.00,19.00,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,41.30,KEWR 091851Z 30011G19KT 270V350 10SM FEW040 08/M03 A2989 RMK AO2 SLP120 T00831033,M
EWR,2023-01-09 14:51,47.00,24.10,40.44,310.00,12.00,0.00,29.89,1012.00,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.97,KEWR 091951Z 31012G21KT 10SM CLR 08/M04 A2989 RMK AO2 SLP120 T00831044,M
EWR,2023-01-09 15:51,45.00,21.90,39.62,280.00,14.00,0.00,29.90,1012.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.92,KEWR 092051Z 28014KT 10SM CLR 07/M06 A2990 RMK AO2 SLP124 T00721056 55002,M
EWR,2023-01-09 16:51,43.00,21.90,42.77,300.00,11.00,0.00,29.91,1012.70,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,KEWR 092151Z 30011G20KT 10SM CLR 06/M06 A2991 RMK AO2 SLP127 T00611056,M
EWR,2023-01-09 17:51,42.00,21.90,44.27,310.00,8.00,0.00,29.93,1013.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.55,KEWR 092251Z 31008KT 10SM CLR 06/M06 A2993 RMK AO2 SLP134 T00561056,M
EWR,2023-01-09 18:51,41.00,21.90,46.19,260.00,4.00,0.00,29.94,1013.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,KEWR 092351Z 26004KT 10SM CLR 05/M06 A2994 RMK AO2 SLP138 T00501056 10089 20050 53014,M
EWR,2023-01-09 19:51,41.00,21.90,46.19,0.00,0.00,0.00,29.93,1013.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.00,KEWR 100051Z 00000KT 10SM CLR 05/M06 A2993 RMK AO2 SLP135 T00501056,M
EWR,2023-01-09 20:51,39.00,24.10,54.77,250.00,6.00,0.00,29.94,1013.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.96,KEWR 100151Z 25006KT 10SM CLR 04/M04 A2994 RMK AO2 SLP136 T00391044,M
EWR,2023-01-09 21:51,39.00,24.10,54.77,260.00,6.00,0.00,29.94,1013.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,33.96,KEWR 100251Z 26006KT 10SM FEW250 04/M04 A2994 RMK AO2 SLP137 T00391044 55001,M
EWR,2023-01-09 22:51,38.00,23.00,54.60,230.00,6.00,0.00,29.95,1014.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.64,KEWR 100351Z 23006KT 10SM FEW250 03/M05 A2995 RMK AO2 SLP141 T00331050,M
EWR,2023-01-09 23:51,38.00,23.00,54.60,240.00,6.00,0.00,29.95,1014.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.64,KEWR 100451Z 24006KT 10SM FEW250 03/M05 A2995 RMK AO2 SLP140 T00331050 400890028,M
EWR,2023-01-10 00:51,37.00,23.00,56.57,240.00,5.00,0.00,29.95,1014.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.33,KEWR 100551Z 24005KT 10SM FEW250 03/M05 A2995 RMK AO2 SLP142 T00281050 10050 20028 51005,M
EWR,2023-01-10 01:51,37.00,23.00,56.57,270.00,5.00,0.00,29.97,1014.80,10.00,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,32.33,KEWR 100651Z 27005KT 10SM FEW040 03/M05 A2997 RMK AO2 SLP148 T00281050,M
EWR,2023-01-10 02:51,34.00,23.00,63.72,200.00,4.00,0.00,29.99,1015.50,10.00,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,29.76,KEWR 100751Z 20004KT 10SM SCT040 01/M05 A2999 RMK AO2 SLP155 T00111050,M
EWR,2023-01-10 03:51,35.00,24.10,63.86,230.00,7.00,0.00,29.99,1015.30,10.00,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,28.56,KEWR 100851Z 23007KT 10SM BKN040 02/M04 A2999 RMK AO2 SLP153 T00171044 50010,M
EWR,2023-01-10 04:51,36.00,24.10,61.62,250.00,7.00,0.00,30.00,1015.70,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,29.65,KEWR 100951Z 25007KT 10SM OVC038 02/M04 A3000 RMK AO2 SLP157 T00221044,M
EWR,2023-01-10 05:51,36.00,25.00,63.98,240.00,7.00,0.00,30.01,1016.30,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,29.65,KEWR 101051Z 24007KT 10SM OVC035 02/M04 A3001 RMK AO2 SLP163 T00221039,M
EWR,2023-01-10 06:51,37.00,25.00,61.50,260.00,7.00,0.00,30.02,1016.50,10.00,M,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,30.87,KEWR 101151Z 26007KT 10SM OVC034 03/M04 A3002 RMK AO2 SLP165 T00281039 10028 20006 51012,M
EWR,2023-01-10 07:51,38.00,26.10,62.14,250.00,6.00,0.00,30.04,1017.00,10.00,M,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,32.64,KEWR 101251Z 25006KT 10SM OVC034 03/M03 A3004 RMK AO2 SLP170 T00331033,M
EWR,2023-01-10 08:51,39.00,26.10,59.52,250.00,7.00,0.00,30.05,1017.50,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,33.31,KEWR 101351Z 25007KT 10SM OVC035 04/M03 A3005 RMK AO2 SLP175 T00391033,M
EWR,2023-01-10 09:51,39.00,27.00,61.78,240.00,8.00,0.00,30.06,1018.00,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,32.74,KEWR 101451Z 24008KT 10SM OVC037 04/M03 A3006 RMK AO2 SLP180 T00391028 51015,M
EWR,2023-01-10 10:51,40.00,27.00,59.65,240.00,8.00,0.00,30.06,1017.80,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,33.84,KEWR 101551Z 24008KT 10SM OVC037 04/M03 A3006 RMK AO2 SLP178 T00441028,M
EWR,2023-01-10 11:51,41.00,27.00,57.15,260.00,8.00,0.00,30.04,1017.00,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,35.20,KEWR 101651Z 26008KT 10SM OVC038 05/M03 A3004 RMK AO2 SLP170 T00501028,M
EWR,2023-01-10 12:51,42.00,27.00,54.78,240.00,9.00,0.00,30.02,1016.60,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,36.07,KEWR 101751Z 24009KT 10SM OVC037 06/M03 A3002 RMK AO2 SLP166 T00561028 10056 20028 58014,M
EWR,2023-01-10 13:51,42.00,27.00,54.78,250.00,9.00,0.00,30.02,1016.60,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,36.07,KEWR 101851Z 25009KT 10SM OVC036 06/M03 A3002 RMK AO2 SLP166 T00561028,M
EWR,2023-01-10 14:51,42.00,28.00,57.08,290.00,7.00,0.00,30.02,1016.50,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,37.09,KEWR 101951Z 29007KT 10SM OVC038 06/M02 A3002 RMK AO2 SLP165 T00561022,M
EWR,2023-01-10 15:51,42.00,28.00,57.08,280.00,8.00,0.00,30.03,1016.80,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,36.55,KEWR 102051Z 28008KT 10SM OVC035 06/M02 A3003 RMK AO2 SLP168 T00561022 53002,M
EWR,2023-01-10 16:51,42.00,28.00,57.08,M,6.00,0.00,30.04,1017.20,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,37.69,KEWR 102151Z VRB06KT 10SM OVC035 06/M02 A3004 RMK AO2 SLP172 T00561022,M
EWR,2023-01-10 17:51,42.00,28.00,57.08,290.00,7.00,0.00,30.06,1017.70,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,37.09,KEWR 102251Z 29007KT 10SM OVC038 06/M02 A3006 RMK AO2 SLP177 T00561022,M
EWR,2023-01-10 18:51,42.00,28.00,57.08,290.00,7.00,0.00,30.07,1018.20,10.00,M,OVC,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,37.09,KEWR 102351Z 29007KT 10SM OVC041 06/M02 A3007 RMK AO2 SLP182 T00561022 10061 20056 53014,M
EWR,2023-01-10 19:51,42.00,25.00,50.42,340.00,8.00,0.00,30.09,1018.70,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,36.55,KEWR 110051Z 34008KT 10SM OVC037 06/M04 A3009 RMK AO2 SLP187 T00561039,M
EWR,2023-01-10 20:51,41.00,25.00,52.61,360.00,7.00,0.00,30.09,1019.00,10.00,M,OVC,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,35.75,KEWR 110151Z 36007KT 10SM OVC040 05/M04 A3009 RMK AO2 SLP190 T00501039,M
EWR,2023-01-10 21:51,41.00,24.10,50.67,360.00,6.00,0.00,30.11,1019.50,10.00,M,OVC,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,36.37,KEWR 110251Z 36006KT 10SM OVC043 05/M04 A3011 RMK AO2 SLP195 T00501044 53013,M
EWR,2023-01-10 22:51,40.00,25.00,54.90,20.00,4.00,0.00,30.12,1019.70,10.00,M,OVC,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,36.65,KEWR 110351Z 02004KT 10SM OVC043 04/M04 A3012 RMK AO2 SLP197 T00441039,M
EWR,2023-01-10 23:51,40.00,25.00,54.90,20.00,4.00,0.00,30.13,1020.20,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,36.65,KEWR 110451Z 02004KT 10SM OVC044 04/M04 A3013 RMK AO2 SLP202 T00441039 400610006,M
EWR,2023-01-11 00:51,40.00,25.00,54.90,30.00,6.00,0.00,30.13,1020.30,10.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,35.04,KEWR 110551Z 03006KT 10SM OVC045 04/M04 A3013 RMK AO2 SLP203 T00441039 10056 20039 51008,M
EWR,2023-01-11 01:51,40.00,25.00,54.90,40.00,5.00,0.00,30.14,1020.50,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,35.78,KEWR 110651Z 04005KT 10SM OVC044 04/M04 A3014 RMK AO2 SLP205 T00441039,M
EWR,2023-01-11 02:51,39.00,26.10,59.52,20.00,6.00,0.00,30.16,1021.30,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,33.96,KEWR 110751Z 02006KT 10SM OVC044 04/M03 A3016 RMK AO2 SLP213 T00391033,M
EWR,2023-01-11 03:51,38.00,25.00,59.36,20.00,10.00,0.00,30.18,1021.80,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,30.37,KEWR 110851Z 02010KT 10SM OVC044 03/M04 A3018 RMK AO2 SLP218 T00331039 53015,M
EWR,2023-01-11 04:51,37.00,23.00,56.57,10.00,10.00,0.00,30.19,1022.20,10.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,29.24,KEWR 110951Z 01010KT 10SM OVC045 03/M05 A3019 RMK AO2 SLP222 T00281050,M
EWR,2023-01-11 05:51,37.00,24.10,59.24,20.00,9.00,0.00,30.18,1021.90,10.00,M,OVC,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,29.73,KEWR 111051Z 02009KT 10SM OVC043 03/M04 A3018 RMK AO2 SLP219 T00281044,M
EWR,2023-01-11 06:51,36.00,23.00,58.85,10.00,9.00,0.00,30.20,1022.60,10.00,M,OVC,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,28.49,KEWR 111151Z 01009KT 10SM OVC042 02/M05 A3020 RMK AO2 SLP226 T00221050 10044 20022 53008,M
EWR,2023-01-11 07:51,36.00,21.90,56.18,10.00,8.00,0.00,30.23,1023.70,10.00,M,OVC,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,29.04,KEWR 111251Z 01008KT 10SM OVC042 02/M06 A3023 RMK AO2 SLP237 T00221056,M
